Sr. no.,tweets,sentiment,classification
5141,"You guys are never serious with anythingðŸ˜‚ðŸ˜‚

#CoronaVirusSA #Coronvirus #CoronaAlert #COVID19 #CoronavirusOutbreak https://t.co/Os4wlzch0k",anger,opinion
5142,"@Delta  why are you only offering waiver &amp; allowing changes to DOMESTIC flights booked betw. 3/1 &amp; 3/31 because of #COVID19? This is an effort to entice new bookings rather than to protect customers. 

How about including those who booked before #CoronavirusOutbreak? #COVD19",neutral,reporting
5143,"@flySFO airport #covid19 #coronavirus #coronaviruscalifornia observations; Seems normal. Some #N95 mask wearers. Thumbs-up for
- Sanitation workers wearing #n95 masks
- Everyone washing hands in restroom. #washhands 
- No Panic
#CoronavirusOutbreak",hope,opinion
5144,"It's an infectious disease not a airborne disease. 
Oh Naveena naveena annatu 
oh Corona Coronaaa ooooh oh ani 
#coronavirusinindia 
#CoronaAlert 
#CoronavirusOutbreak https://t.co/4thlU6kxbo",anger,fakenews
5145,Now this is how you respond to a #crisis as a business. Applause to you @AlaskaAir. #Covid_19 #CoronavirusOutbreak https://t.co/0I6T4gsic3,happy,opinion
5146,People all around the world let's be more careful about the #coronavirus it's time to be more careful about our #health let's be safe #CoronavirusOutbreak https://t.co/m13fdXl0qz,neutral,precautions
5147,"If I had the corona virus, I know exactly who I would be sneezing on ðŸ˜ðŸ˜... #CoronavirusOutbreak #coronavirusinindia #coronavirus",happy,joke
5148,"Canada reports 2 new cases bringing total confirmed cases there to 37, with 3 new cases reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/enlTXM3TgO",neutral,reporting
5149,$8B funding for the #CoronavirusOutbreak someone needs to see the bloat on this funding. Who is profiting from this?,sadness,opinion
5150,"Really - somebody bluntly tell me team trump is not trying to spread the #CoronavirusOutbreak on purpose.

Because that is exactly what is happening.

trump told Hannity that the â€œcorona fluâ€ isnt as deadly as the WHO says.

That is criminally negligent.

#FuckTrump",anger,opinion
5151,USA had months to prepare for #CoronavirusOutbreak and #CDC totally botched rollout of testing. #COVID19 #CoronaAlert  https://t.co/oxILZZ4bjK,anger,opinion
5152,"@larsp2740 @realDonaldTrump @SenTomCotton DO NOT TOUCH YOUR FACE 
she said, right before she touches her face
The @realDonaldTrump administration is making the #CoronavirusOutbreak even worse with their poor handling of the situation

#Resist #VoteBlueToEndThisNightmare #TrumpLiesAboutCoronavirus

https://t.co/WC5xmh40iA https://t.co/yVGzoVPmO0",anger,opinion
5153,"#CoronavirusOutbreak: Even as #coronavirus cases continue to spread around the world, a decade-old medicine has emergedâ€¦",hope,opinion
5154,"Is it canceled yet?

h/t @sherinzy 

#COVID #CoronavirusOutbreak 

https://t.co/wXUMCr6yAW",neutral,confusion
5155,Iâ€™m wondering about the High School in Ryde. Was that community transmition? Can we get some more reporting please? #coronavirusaustralia #CoronavirusOutbreak and for all the politically correct #Covid_19,neutral,confusion
5156,"Go with vegetarian food and save your life.
#COVID #CoronavirusOutbreak #CoronaAlert #COVID2019 #China #cryptocurrency https://t.co/9p4gW17czZ",neutral,precautions
5157,"#CoronaVirusIran: 3513 cases, 739 cured &amp; 107 fatality.

Schools &amp; Universities closed for up to the end of this Iranian year(March 19) and then for another 2 weeks as #Nowruz holidays. 
#CoronaVirusUpdate #COVID19 #CoronavirusOutbreak https://t.co/kpNdzM2Jrk",neutral,reporting
5158,Vitamin gummies are way more fun than regular. #CoronavirusOutbreak,neutral,irrelevant
5159,"maybe the journalist form #NYTimes had never seen a kind government......
#CoronavirusOutbreak
https://t.co/pkPQEriqbu https://t.co/20y3NdOiqB",anger,opinion
5160,"Keep fighting and killing in the name of religionðŸ¤£ðŸ¤£ðŸ¤£
This is what happens at last your religion may find it difficultâ€¦",anger,opinion
5161,"Prepare for #CoronavirusOutbreak: 
â€¢ Make sure you have a supply of all essential meds
â€¢ Make a child care plan if you or a care giver are sick
â€¢ Make arrangements about how you will manage a school closure
â€¢ Plan how you can care for sick family without getting sick yourself",neutral,precautions
5162,"Nancy Pelosi said On coronavirus crisis: ""I don't think the president knows what he's talking about""

#coronaflu 
#COVID19 
#CoronavirusOutbreak https://t.co/eo2R7T957E",anger,opinion
5163,[THREAD] The #CoronavirusOutbreak has reached SAs shores. With the first positive case confirmed this morning by @DrZwelâ€¦,neutral,opinion
5164,"I was on @democracynow this morning to talk about #CoronavirusOutbreak.

@MayorJenny, @kcexec, @GovInslee should make testing and treatment free immediately. Emergency proclamations need to be followed up with actual help for the uninsured &amp; under-insured https://t.co/fEjApYh6Zm",neutral,precautions
5165,Thereâ€™s zero Ubers in my town. The demand is 5 percent higher ... I wonder if itâ€™s because of the #CoronavirusOutbreak,neutral,confusion
5166,"The Grand Mosque in #Makkah is almost empty outside of prayer times after Saudi Arabia announced a temporary ban on Umrah over #coronavirus fears
#CoronavirusOutbreak 
#CoronaAlert 
#COVID 
#CoronaKoDhona 
#Makkah 
#Saudi https://t.co/4I3grSYykR",anger,opinion
5167,"Trump has intentionally prevented mass testing of coronavirus to keep infected number low. 
His lies are creating a mass panâ€¦",anger,opinion
5168,"Air Canada @AirCanada Many states, including California, have declared #StateOfEmergency, and you're only waiving change feesâ€¦",anger,opinion
5169,Par for the course. Showing their priorities... #gopcorruption #Pencedemic #CoronavirusOutbreak https://t.co/oiKL9Hu6mX,anger,opinion
5170,"Since the #CoronavirusOutbreak began, @EpochTimes has received numerous internal documents showing that the official reportâ€¦",neutral,reporting
5171,"#SouthAfrica ðŸ‡¿ðŸ‡¦ just confirmed a case of coronavirus
https://t.co/PgoS1TYmKo

#COVID_19 #COVID19
#SARSCoV2 #SARS_CoV_2
#CoronaVirus #CoronaVirusOutbreak",neutral,reporting
5172,"Coughing in public these days is like shouting Allahu Akbar at the airport.  

#CoronavirusOutbreak",happy,joke
5173,"#CoronavirusOutbreak: â€˜recoveredâ€™ patient dies as @china reports discharged cases falling ill again. #Communists so damn cruel to their own people .  Read this!  

 https://t.co/41dwgCzEON",sadness,opinion
5174,Note to fellow employers out there: please encourage employees to stay home if theyâ€™re sick and donâ€™t penalize them financially for it. Paid sick days benefit us all. #CoronavirusOutbreak,neutral,precautions
5175,"@realDonaldTrump @SenTomCotton Unless somebody from the CDC, WHO, or the medical profession said this, I don't care.
#CoronavirusOutbreak",anger,opinion
5176,"#TrumpLiesEverytimeHeSpeaks 
#TrumpLiesAboutEverything 
#TrumpLiesAboutCoronavirus 
#CoronavirusOutbreak is real
#TrumpIsâ€¦",anger,opinion
5177,"@SAgovnews No they did not miss the patient but at that moment when they arrived the patient did not have symptoms so the screening methods or systems did not pick it up nothing unusual.
#CoronavirusOutbreak
#Coronvirus 
#CoronaVirusSA",neutral,opinion
5178,your airline is being extraordinarily irresponsible in not allowing customers to cancel or postpone flights due to #CoronavirusOutbreak - https://t.co/IldWmRqYdo,anger,opinion
5179,ðŸ“º Iâ€™m about to go LIVE on @democracynow to talk about the urgent need for the #HealthyTerminalsAct in the wake of the #Câ€¦,neutral,opinion
5180,COVID-19 Mutation and Evolution https://t.co/E8TRHV4p5P #coronavirus #Covid_19 #COVID2019 #CoronavirusOutbreak #SARS_COV_2 #SARSCoV2,neutral,opinion
5181,@CDCgov @waDSHS @Whatcomctygov #CoronavirusOutbreak Are you considering payments to those 'quarantined' who have to miss work? Several I know live pay check to pay check or even behind a pay check and risk losing their housing if they stay home when sick.,sadness,opinion
5182,"Heart Breaking.....ðŸ˜­

To  See  Kaaba Without  Pilgrims As Saudi  Government  Has Put Ban On Entry  Of  Pilgrims  Due Tâ€¦",sadness,opinion
5183,"Sounds like we have enough kits to test one suburban high school for #Corona virus.

#Pencedemic #TrumpIsAnIdiot #TrumpLiesAboutCoronavirus #TrumpNotFitForOffice #MAGA #MAGA2020 #MAGA2020Landslide #CoronavirusOutbreak #CoronaAlert #CoronaVirusUpdate https://t.co/aMBxxsDzxz",anger,opinion
5184,"Update: Both of the two new cases of #CoronaVirus in New York City --a man in his 40s and a woman in her 80s -- are human-to-human community spread from an unknown source of #Covid19 infection, says NYC mayor DeBlasio.

#CoronavirusOutbreak #Coronavirusnyc #COVID19nyc https://t.co/2gh7a8kVV5",neutral,reporting
5185,"I'm gonna die to watch this heartbreaking video of a Dad crying to see his baby infected with coronavirus in Wuhan, China.â€¦",sadness,opinion
5186,"1. #HIV = Depopulation.
2. #Ebola = Looting Resources
3. #CoronavirusOutbreak = Trading Wars.

4. #Media = Fear and Narratives. https://t.co/1tpx5B9WDE",anger,opinion
5187,"#coronavirus Types:

Scientists from China said they've identified two strains of #COVID19 linked to the recent #CoronaVâ€¦",neutral,reporting
5188,@CTV_PowerPlay That face you make when you really care about Canadian lives. @PattyHajdu #CoronavirusOutbreak #CoronaVirâ€¦,hope,opinion
5189,"Cruise ship held off shore in CA. #CoronavirusOutbreak #coronaviruscalifornia #CoronaVirusCA 
https://t.co/4pBDe7PpRV",neutral,reporting
5190,"FIRST CASE OF COVID-19 CORONAVIRUS REPORTED IN SAA press briefingwill be held later after the parliamentary debate this eveâ€¦",neutral,reporting
5191,"I am really not sure if this book really predicted situations like #CoronaOutbreak ðŸ¤” ðŸ¤” 

But it sounds amusing, interestinâ€¦",happy,reporting
5192,"Update on #COVID19: Total number of positive cases of Novel #Coronavirus are now 30.

6,49,452 passengers have been screenedâ€¦",neutral,reporting
5193,"#CoronavirusOutbreak has impacted markets worldwide. 

In an interview to Mint's @NasrinzStory, Somnath Mukherjee, about disrâ€¦",neutral,reporting
5194,Bloombergâ€™s superPAC is going to run many millions of Ads featuring absurd Trump administration proclamations on #CoronavirusOutbreak https://t.co/isBhyjF0Bg,neutral,reporting
5195,Prince William jokes about he and Kate spreading coronavirus in Ireland.. || #PrinceWilliam #KateMiddleton #Ireland #UnitedKingdom #Coronavirus #COVID #COVID2019 #CoronavirusUK #COVID19UK #CoronavirusOutbreak https://t.co/kYugPeSQQ6,happy,joke
5196,#CoronaKoDhona #coronavirusinindia #CoronaAlert #CoronavirusOutbreak  Protecting yourself against #coronavirus https://t.co/LMJTeQN8oi https://t.co/0lecAZMD2t,neutral,precautions
5197,How can we counteract the spread of #coronavirus? WATCH live video on Thurs. as disease &amp; poverty fellow @PeterHotez teâ€¦,neutral,precautions
5198,"me me me me

it's all about politics to the POTUS #Hannity #COVID19 #CoronavirusOutbreak https://t.co/z6awzuu761",anger,opinion
5199,HHS plans to purchase 500 million #N95masks for health care professionals dealing with #COVID19. The guaranteed orders encourage ramp-up in production by protecting manufacturers from risk of excess inventory if #coronavirusOutbreak subsides. https://t.co/LOpb8iwlc2,neutral,precautions
5200,"Kaaba, the building in the centre of the Great Mosque of Mecca, has been temporary shut down as Saudi Arabia works to prevent the spread of #Coronavirus.

 #Ù…Ù†Ø¸Ø±_Ø§Ù„Ø­Ø±Ù…
#CoronavirusOutbreak https://t.co/HqPOjpoPUI",anger,opinion
5201,"So, will the Grand Tours be cancelled? 
#Coronvirus #CoronavirusOutbreak",neutral,confusion
5202,That sound you hear is thousands of American physicians scratching their heads as they try to figure out what a cognitâ€¦,neutral,opinion
5203,"i havenâ€™t received an unknown Caller in years until this #CoronavirusOutbreak . Nope, donâ€™t want it! https://t.co/24xNtgCUth",anger,opinion
5204,"No matter how cool or rich you are or where you live, all will ultimately be affected by #CoronavirusOutbreak. Nobody waâ€¦",sadness,opinion
5205,"2/x Recent concerns wrt #schoolclosures &amp; #CoronavirusOutbreak, highlight that families would need additional #SNAP to make it through 8wks without. This is only one example of how these numbers are used. See linked https://t.co/wnWQNLXz8E https://t.co/so6xLGRPM8",sadness,opinion
5206,"#ElizabethWarren is out... Next up, ""The Book""   

#ThursdayMotivation #MAGA #COVID19 #CoronavirusOutbreak #thursdayvibes https://t.co/S8rCowjdQZ",neutral,irrelevant
5207,"This hit kinda different 
considering #COVID19US #COVIDãƒ¼19 #CoronavirusOutbreak https://t.co/lUEqopKgzW",neutral,opinion
5208,"Latest on #CoronavirusOutbreak:

- Germany reports 109 new cases, totaling 349
- India reports its 30th case
- Kuwait reâ€¦",neutral,reporting
5209,"Margaux Ewen, from the @JamesFoleyFoundation, read a letter from the mother of Michael White, another American held hostage in #Iran. She believes his cancer is going untreated and worries about the #CoronavirusOutbreak in the region.",neutral,reporting
5210,"@jefftimmer @TheRickWilson #DumbandDumberDoDisease will be the death of us (no offense Jim Carrey or Jeff Daniels) 

#coronavirus #COVID19US #COVID19 #CoronavirusOutbreak",sadness,opinion
5211,"Myths and Facts about Coronavirus in India || INDIA'S18 || coronavirus o... https://t.co/txBF7LdcMC via @YouTube
#CoronavirusinIndia #Coronavirusoutbreak #Covid-19 #Health #Worldhealthorganization",neutral,reporting
5212,"@DeeTwoCents In that World @HillaryClinton would already be POTUS, we wouldnâ€™t be battling for womenâ€™s productive rights or #CoronavirusOutbreak. It was a health threat shared w/ #Individual1 in December and weâ€™d had an entirely different affect.",sadness,opinion
5213,"Czechia reports 4 new cases bringing total confirmed cases there to 12.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.coâ€¦",neutral,reporting
5214,"With this illegal governement of massive incompetents in charge, not only has Italy succeeded in having the highest cases ofâ€¦",anger,opinion
5215,"To all the people loading up on #waterbottles at #Costco, STOP IT! Go buy a water filter and a #reusable bottle!! Your tap water isn't going anywhere. #CostcoPanicBuying #COVID19 #CoronavirusOutbreak #CoronavirusUSA",anger,opinion
